36006 7188 1 0
26590 430 1 0
24512 3134 1 0
18515 3026 1 0
17857 3010 1 0
14727 804 1 0
32113 160 1 0
29037 95 1 0
38215 377 1 0
23276 888 1 0
19041 89 1 0
37321 1901 1 0
37794 161 1 0
16253 256 1 0
38716 351 1 0
30668 3329 1 0
30378 3341 1 0
29011 649 1 0
27931 1583 1 0
28194 87 1 0
25827 37 1 0
27142 309 1 0
24196 821 1 0
31956 1496 1 0
23065 637 1 0
18541 964 1 0
24854 594 1 0
21672 2249 1 0
17331 554 1 0
16463 20 1 0
19516 2227 1 0
13833 1315 1 0
16858 519 1 0
13097 1316 1 0
11493 2149 1 0
10231 1724 1 0
7863 18 1 0
7600 57 1 0
38031 118 1 0
25616 3254 1 0
24906 1177 1 0
20226 112 1 0
26116 11 1 0
7784 586 1 0
12598 35 1 0
9336 15 1 0
6258 1445 1 0
19752 152 1 0
37373 2 1 0
6732 113 1 0
38558 44 1 0
30878 2401 1 0
26195 10 1 0
27221 2378 1 0
25880 126 1 0
24591 3245 1 0
24196 783 1 0
22198 493 1 0
25432 1358 1 0
27116 1180 1 0
22041 529 1 0
20725 333 1 0
21173 1538 1 0
19673 2282 1 0
22750 1519 1 0
16148 2966 1 0
17542 474 1 0
28063 330 1 0
22644 958 1 0
12677 17 1 0
12283 1295 1 0
19779 38 1 0
4969 1952 1 0
4628 223 1 0
1288 625 1 0
39242 1392 1 0
38295 3355 1 0
35243 1881 1 0
37584 58 1 0
36821 96 1 0
31457 1580 1 0
31167 196 1 0
30957 146 1 0
31246 416 1 0
30825 1198 1 0
29852 3319 1 0
32639 1867 1 0
28879 896 1 0
28826 617 1 0
27721 3300 1 0
27142 1877 1 0
27142 462 1 0
26327 3279 1 0
29852 454 1 0
24959 1860 1 0
24696 121 1 0
26537 151 1 0
25722 1570 1 0
36453 1573 1 0
23355 1063 1 0
34401 1353 1 0
25485 459 1 0
22750 2334 1 0
22565 1267 1 0
22198 1060 1 0
22041 1061 1 0
22304 7431 1 0
26695 1355 1 0
20042 71 1 0
19726 3070 1 0
19331 2113 1 0
19305 3001 1 0
19253 396 1 0
18646 2260 1 0
23249 142 1 0
16726 2238 1 0
16648 123 1 0
17884 2942 1 0
15464 1509 1 0
14754 7410 1 0
14070 1760 1 0
13360 2876 1 0
32955 259 1 0
13281 1493 1 0
12230 2845 1 0
12151 370 1 0
12098 2844 1 0
11625 2167 1 0
11125 156 1 0
10573 2808 1 0
10336 255 1 0
10704 736 1 0
9652 7603 1 0
13597 346 1 0
12256 9 1 0
9573 75 1 0
9046 175 1 0
8547 2754 1 0
9600 22 1 0
6732 155 1 0
6127 1261 1 0
5680 2552 1 0
5601 2586 1 0
7705 710 1 0
5522 578 1 0
5364 472 1 0
4628 2472 1 0
3917 1606 1 0
3182 4 1 0
7205 563 1 0
1630 744 1 0
39926 3422 1 0
39321 250 1 0
39242 249 1 0
38926 2427 1 0
38900 3414 1 0
38215 1590 1 0
37347 2305 1 0
37189 1900 1 0
35716 3392 1 0
35453 1065 1 0
34454 1147 1 0
34401 1072 1 0
33481 3375 1 0
32771 1024 1 0
32665 709 1 0
31299 1382 1 0
29537 3332 1 0
29405 1885 1 0
29379 3330 1 0
29221 1197 1 0
29221 3316 1 0
29142 1886 1 0
29116 154 1 0
27615 1522 1 0
27379 2391 1 0
27089 3298 1 0
27011 432 1 0
26905 3292 1 0
26905 3290 1 0
26432 7597 1 0
26274 3274 1 0
26248 1875 1 0
26090 291 1 0
26064 158 1 0
25985 1579 1 0
25327 1846 1 0
25327 1066 1 0
24407 290 1 0
24275 3233 1 0
24196 891 1 0
25590 247 1 0
23828 1856 1 0
23854 3211 1 0
23802 115 1 0
23670 1365 1 0
23644 483 1 0
23512 3210 1 0
23433 3189 1 0
23407 3193 1 0
23355 2352 1 0
23328 1847 1 0
23170 3173 1 0
23092 1051 1 0
23013 1843 1 0
22960 2342 1 0
22934 7341 1 0
22934 3139 1 0
22907 1186 1 0
22907 3167 1 0
22855 3149 1 0
22828 1842 1 0
22644 3156 1 0
22565 3141 1 0
22539 817 1 0
22460 1840 1 0
22460 1839 1 0
22382 2324 1 0
22382 3143 1 0
22304 3142 1 0
21962 174 1 0
21751 2315 1 0
21620 1356 1 0
21514 1835 1 0
21488 296 1 0
23381 3118 1 0
21383 1542 1 0
21067 3111 1 0
20988 753 1 0
20305 3088 1 0
20278 395 1 0
19989 3068 1 0
19963 3042 1 0
19936 1442 1 0
20252 1339 1 0
19857 596 1 0
19726 2281 1 0
19621 222 1 0
19621 194 1 0
19621 3064 1 0
19594 1812 1 0
19542 1796 1 0
19489 701 1 0
19410 124 1 0
19358 3057 1 0
19384 7427 1 0
19253 2276 1 0
19015 2271 1 0
18699 1525 1 0
18646 2235 1 0
18620 3027 1 0
18594 2090 1 0
18515 1342 1 0
18515 331 1 0
18462 3023 1 0
18462 2261 1 0
18462 68 1 0
18383 116 1 0
18383 1043 1 0
18199 3020 1 0
18042 491 1 0
18015 179 1 0
18278 2252 1 0
17936 214 1 0
17884 439 1 0
17831 2147 1 0
17752 1167 1 0
17647 697 1 0
17647 67 1 0
17621 1793 1 0
17516 258 1 0
17437 1340 1 0
17384 2996 1 0
17226 1520 1 0
17095 1336 1 0
17095 30 1 0
17936 178 1 0
16227 747 1 0
15885 2962 1 0
15569 2952 1 0
15464 455 1 0
15332 260 1 0
15280 623 1 0
15148 29 1 0
15017 1510 1 0
14938 2927 1 0
14596 301 1 0
14307 2907 1 0
14228 2909 1 0
14070 1148 1 0
14044 955 1 0
13965 1502 1 0
13912 2853 1 0
13860 1500 1 0
13860 2178 1 0
13833 1320 1 0
13833 874 1 0
13702 2177 1 0
13675 2892 1 0
23039 636 1 0
13807 1034 1 0
13491 1494 1 0
13439 276 1 0
13360 1318 1 0
13307 117 1 0
13123 1492 1 0
13123 1302 1 0
13070 1313 1 0
13018 1491 1 0
12939 2870 1 0
12886 2181 1 0
12624 1309 1 0
12493 1750 1 0
12414 2848 1 0
12335 1458 1 0
12309 951 1 0
12309 1029 1 0
12177 2176 1 0
12151 2846 1 0
12125 347 1 0
12072 2173 1 0
11520 2826 1 0
15727 1742 1 0
11441 2166 1 0
11283 2823 1 0
11046 2820 1 0
10889 2814 1 0
10783 1736 1 0
10731 1025 1 0
10704 1482 1 0
10678 1483 1 0
19147 2152 1 0
10389 2806 1 0
10257 1128 1 0
10178 2801 1 0
10021 2795 1 0
10021 1290 1 0
9968 1288 1 0
9863 1436 1 0
9810 2498 1 0
9679 2784 1 0
9600 587 1 0
9467 2780 1 0
9415 2779 1 0
9415 305 1 0
9415 944 1 0
9230 2129 1 0
9204 683 1 0
9151 42 1 0
8994 1136 1 0
8941 1283 1 0
8652 2127 1 0
8362 2093 1 0
8310 1284 1 0
8257 72 1 0
8231 264 1 0
8205 2756 1 0
8178 1285 1 0
8178 613 1 0
8126 304 1 0
8126 1282 1 0
8073 4721 1 0
7863 1475 1 0
7810 2746 1 0
7757 1715 1 0
7679 734 1 0
7652 2108 1 0
7600 1923 1 0
7547 1465 1 0
7468 2742 1 0
7442 2117 1 0
7389 1720 1 0
7389 90 1 0
7205 2731 1 0
7179 1457 1 0
7179 2725 1 0
6811 2109 1 0
7100 543 1 0
6653 2102 1 0
6416 712 1 0
6679 231 1 0
6311 2687 1 0
6258 1708 1 0
6232 1129 1 0
6127 76 1 0
5680 2065 1 0
5574 1251 1 0
5548 1248 1 0
5469 725 1 0
5443 2559 1 0
5338 507 1 0
4785 1942 1 0
4706 1232 1 0
4680 534 1 0
4549 994 1 0
4443 503 1 0
4075 2448 1 0
3891 846 1 0
8520 1 160 0
18147 1 1028 0
27142 1 309 0
25222 1 11 0
24854 1 594 0
19516 1 1316 0
38900 1 1392 0
27931 1 1583 0
23276 1 888 0
39452 1 637 0
37584 1 1520 0
7836 1 18 0
12598 1 35 0
37321 1 1901 0
38558 1 44 0
26195 1 10 0
24196 1 783 0
24328 1 821 0
22330 1 112 0
18568 1 964 0
17147 1 89 0
16253 1 20 0
16385 1 256 0
4680 1 223 0
39900 1 1881 0
36584 1 351 0
31167 1 196 0
31246 1 416 0
27300 1 1877 0
27852 1 87 0
25117 1 2367 0
25327 1 3254 0
36453 1 1573 0
25590 1 247 0
34401 1 1353 0
22671 1 493 0
25432 1 1358 0
22172 1 1177 0
20988 1 1538 0
21541 1 2296 0
29589 1 222 0
19673 1 2282 0
19331 1 2113 0
18646 1 2260 0
18068 1 71 0
23249 1 142 0
20305 1 2249 0
22750 1 1519 0
19516 1 2227 0
13675 1 1496 0
13860 1 519 0
13807 1 1493 0
13886 1 1315 0
12493 1 1750 0
11125 1 156 0
12256 1 9 0
10231 1 1724 0
9600 1 22 0
9336 1 15 0
10336 1 255 0
22565 1 1267 0
6127 1 1261 0
7836 1 57 0
7705 1 710 0
5338 1 472 0
19752 1 152 0
7231 1 1952 0
3917 1 1606 0
3575 1 379 0
3339 1 4 0
7205 1 563 0
552 1 113 0
1288 1 744 0
1288 1 625 0
39926 1 3422 0
39847 1 3421 0
39610 1 3418 0
39610 1 3402 0
39610 1 250 0
39242 1 249 0
39610 1 2427 0
38926 1 3414 0
38584 1 1590 0
38295 1 3355 0
37794 1 2305 0
37295 1 1900 0
34875 1 3385 0
34533 1 1147 0
34533 1 377 0
34401 1 1072 0
33744 1 96 0
33691 1 118 0
33481 1 3375 0
33218 1 3367 0
32771 1 1024 0
32665 1 709 0
32297 1 3349 0
32297 1 1580 0
31246 1 545 0
30852 1 146 0
30615 1 1198 0
30457 1 1589 0
30352 1 3341 0
30194 1 3339 0
30194 1 2402 0
29694 1 2401 0
29694 1 1382 0
29615 1 3335 0
29563 1 3317 0
29563 1 3329 0
29537 1 3332 0
29379 1 3330 0
29379 1 1867 0
29379 1 1197 0
29379 1 3319 0
29379 1 1885 0
29326 1 1862 0
29142 1 1886 0
29142 1 649 0
29116 1 154 0
29142 1 3316 0
28589 1 617 0
28589 1 3313 0
27615 1 3300 0
27537 1 1522 0
27379 1 2391 0
27300 1 896 0
27300 1 3298 0
27063 1 462 0
27615 1 3295 0
27011 1 432 0
26905 1 3292 0
26826 1 3290 0
26774 1 2383 0
26774 1 1195 0
26327 1 3283 0
26327 1 1875 0
26195 1 3279 0
26143 1 2378 0
26090 1 1579 0
26090 1 291 0
25748 1 454 0
25748 1 2375 0
25748 1 292 0
25748 1 158 0
25669 1 3256 0
25459 1 1846 0
25380 1 3259 0
25327 1 1066 0
25275 1 1061 0
25038 1 3253 0
24775 1 1860 0
24696 1 3247 0
24696 1 2368 0
24564 1 151 0
24486 1 3245 0
24459 1 1574 0
24380 1 290 0
24301 1 1570 0
24275 1 3233 0
24249 1 891 0
23907 1 1856 0
23907 1 115 0
23854 1 3215 0
23644 1 483 0
23618 1 1365 0
23539 1 3211 0
23512 1 3210 0
23433 1 3189 0
23407 1 3193 0
23407 1 1847 0
23381 1 3202 0
23381 1 2351 0
23355 1 1063 0
23355 1 2352 0
23197 1 1051 0
23039 1 3173 0
22986 1 1843 0
22934 1 3163 0
22934 1 1186 0
22934 1 7341 0
26090 1 2342 0
22934 1 3139 0
22881 1 3167 0
22828 1 459 0
22802 1 2338 0
22802 1 1842 0
22750 1 2334 0
22723 1 3156 0
22539 1 817 0
22460 1 1840 0
22409 1 3141 0
22409 1 1521 0
22409 1 3149 0
22409 1 2324 0
22382 1 1839 0
22382 1 3143 0
22382 1 3148 0
22304 1 3142 0
22093 1 1060 0
22093 1 7431 0
21909 1 1355 0
21883 1 3134 0
21778 1 174 0
21672 1 2315 0
21620 1 1356 0
21620 1 3124 0
21567 1 1835 0
21488 1 296 0
21462 1 1180 0
21383 1 3118 0
21357 1 1542 0
21146 1 3113 0
21015 1 3111 0
20988 1 3013 0
20804 1 529 0
20752 1 1826 0
20752 1 3103 0
20752 1 1822 0
20673 1 3101 0
20357 1 753 0
20357 1 3083 0
20305 1 3088 0
20278 1 395 0
20199 1 3084 0
20068 1 333 0
19989 1 1339 0
19989 1 3068 0
19963 1 3042 0
19936 1 3078 0
19936 1 596 0
19831 1 1796 0
19831 1 2281 0
19726 1 3070 0
19700 1 1442 0
19621 1 3064 0
19568 1 194 0
19542 1 3062 0
19489 1 701 0
19463 1 3059 0
19410 1 124 0
19358 1 7427 0
19358 1 3057 0
19253 1 396 0
19253 1 2276 0
19253 1 2273 0
19174 1 3048 0
21620 1 523 0
19015 1 2271 0
18752 1 95 0
18673 1 1525 0
18646 1 2235 0
18594 1 2261 0
18515 1 1342 0
18515 1 331 0
18489 1 3027 0
18462 1 3023 0
18462 1 3026 0
18462 1 373 0
18462 1 68 0
18410 1 1331 0
18383 1 116 0
18305 1 2147 0
18199 1 3020 0
18199 1 2252 0
18199 1 179 0
18094 1 3004 0
18042 1 491 0
17936 1 214 0
17884 1 439 0
17857 1 3010 0
17831 1 2090 0
17779 1 3006 0
17779 1 810 0
17752 1 1167 0
17647 1 697 0
17647 1 67 0
17516 1 258 0
17516 1 1793 0
17463 1 3000 0
17463 1 2999 0
17463 1 1340 0
17358 1 2996 0
17331 1 2989 0
17252 1 1043 0
17252 1 554 0
17200 1 1336 0
17068 1 1337 0
16832 1 2238 0
16674 1 178 0
16227 1 747 0
16148 1 2966 0
15885 1 2962 0
15858 1 474 0
15806 1 330 0
15780 1 260 0
15569 1 2952 0
15464 1 455 0
15438 1 2941 0
15438 1 2947 0
15332 1 2945 0
15306 1 2942 0
15280 1 623 0
15280 1 1509 0
15254 1 2926 0
15148 1 29 0
15096 1 2217 0
16648 1 123 0
15017 1 1510 0
14912 1 1505 0
14859 1 2927 0
14727 1 804 0
14570 1 2920 0
14543 1 301 0
14307 1 2782 0
14254 1 2907 0
14228 1 2909 0
14175 1 958 0
14070 1 1148 0
14044 1 1502 0
14044 1 2904 0
13965 1 955 0
13886 1 874 0
13886 1 2898 0
13886 1 1500 0
13860 1 2198 0
13833 1 1320 0
13754 1 1760 0
13675 1 1494 0
13675 1 2178 0
13675 1 2892 0
13675 1 636 0
13570 1 1034 0
13439 1 276 0
13360 1 2876 0
13360 1 1318 0
13360 1 259 0
13360 1 2881 0
13307 1 117 0
13123 1 1492 0
13070 1 2185 0
13070 1 1313 0
12992 1 1491 0
12939 1 2870 0
12939 1 1309 0
12886 1 2181 0
12624 1 2858 0
12624 1 2177 0
12388 1 1749 0
12335 1 2848 0
12335 1 1458 0
12309 1 951 0
12256 1 1029 0
12256 1 2176 0
12177 1 347 0
12151 1 2846 0
12230 1 2845 0
30194 1 370 0
12072 1 2173 0
12072 1 2844 0
11941 1 1302 0
11599 1 2167 0
11520 1 2837 0
11520 1 517 0
11520 1 2826 0
11441 1 2166 0
11415 1 2163 0
15727 1 1742 0
11283 1 2830 0
11230 1 1295 0
11178 1 2823 0
